@relation number_list

@attribute attr0 numeric
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute class {(,),+,-,0,1,2,3,4,5,6,7,8,9,=,a,div}

@data
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,18225,19600,16820,18000,19220,20480,21780,26588,30625,23328,27380,36100,38025,40000,42025,44100,40678,36784,44550,52900,55225,57600,60025,62500,65025,67600,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,18225,16464,16820,18000,19220,20480,21780,25432,30625,25920,32856,36100,38025,40000,42025,44100,42527,38720,46575,52900,55225,57600,60025,62500,65025,67600,64607,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,18225,19600,21025,18000,19220,20480,21780,23120,24500,31104,27380,28880,38025,40000,42025,44100,46225,38720,40500,52900,55225,57600,60025,62500,65025,67600,58989,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,18225,19600,21025,18000,19220,20480,21780,23120,24500,31104,27380,28880,38025,40000,42025,44100,46225,38720,40500,52900,55225,57600,60025,62500,65025,67600,58989,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,18225,15680,16820,18000,19220,20480,21780,25432,30625,24624,34225,36100,38025,40000,42025,44100,42527,40656,48600,52900,55225,57600,60025,62500,65025,67600,58989,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,18225,19600,18502,18000,19220,20480,21780,26588,30625,25920,27380,33212,38025,40000,42025,44100,40678,38720,46575,52900,55225,57600,60025,62500,65025,67600,64607,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,17496,15680,16820,18000,19220,20480,21780,25432,30625,27216,34225,36100,38025,40000,42025,44100,42527,42592,50625,52900,55225,57600,60025,62500,65025,67600,58989,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,18225,19600,17661,18000,19220,20480,21780,23120,30625,24624,27380,34656,38025,40000,42025,44100,46225,38720,48600,52900,55225,57600,60025,62500,65025,67600,61798,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,18225,17248,16820,18000,19220,20480,21780,27744,30625,24624,31487,36100,38025,40000,42025,44100,38829,40656,48600,52900,55225,57600,60025,62500,65025,67600,58989,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,16767,15680,16820,18000,19220,20480,23958,28900,30625,27216,34225,36100,38025,40000,42025,40572,36980,40656,50625,52900,55225,57600,60025,62500,65025,67600,58989,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,14580,15680,16820,18000,19220,20480,21780,25432,30625,25920,32856,36100,38025,40000,42025,44100,42527,40656,50625,52900,55225,57600,60025,62500,65025,67600,56180,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,12096,14375,16900,18225,19600,21025,20700,19220,20480,26136,25432,24500,32400,31487,28880,33462,40000,42025,44100,46225,48400,40500,46552,55225,57600,60025,62500,65025,67600,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,18225,17248,16820,18000,19220,20480,21780,23120,26950,24624,31487,36100,38025,40000,42025,44100,46225,42592,46575,52900,55225,57600,60025,62500,65025,67600,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,18225,18816,16820,18000,19220,20480,21780,23120,24500,25920,28749,36100,38025,40000,42025,44100,46225,48400,46575,52900,55225,57600,60025,62500,65025,67600,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,18225,19600,16820,18000,19220,20480,21780,25432,30625,25920,27380,36100,38025,40000,42025,44100,42527,36784,48600,52900,55225,57600,60025,62500,65025,67600,67416,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,18225,19600,19343,18000,19220,20480,21780,23120,28175,29808,27380,31768,38025,40000,42025,44100,46225,42592,42525,52900,55225,57600,60025,62500,65025,67600,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,18225,19600,20184,18000,19220,20480,21780,23120,28175,29808,27380,30324,38025,40000,42025,44100,46225,42592,42525,52900,55225,57600,60025,62500,65025,67600,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,11132,10580,11520,12500,16900,18225,19600,17661,18000,21142,25600,27225,23120,30625,29808,27380,34656,38025,40000,42025,44100,46225,38720,32400,48668,55225,57600,60025,62500,65025,67600,56180,72900,75625,78400,81225,84100,87025,90000,93025,84568,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,8400,8820,9680,10580,11520,15000,16900,18225,15680,20184,22500,24025,25600,27225,23120,30625,25920,34225,36100,38025,40000,42025,44100,42527,40656,40500,52900,55225,57600,60025,62500,65025,67600,56180,72900,75625,78400,81225,84100,87025,90000,93025,76880,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,9600,8820,9680,10580,13248,15625,16900,18225,16464,17661,22500,24025,25600,23958,25432,30625,20736,31487,36100,38025,40000,42025,44100,42527,42592,48600,52900,55225,57600,60025,62500,65025,67600,56180,72900,75625,78400,81225,84100,87025,90000,93025,88412,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,(
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,11664,19600,21025,22500,24025,25600,27225,28900,24500,31104,27380,34656,38025,40000,42025,44100,38829,44528,50625,52900,46389,46080,48020,50000,52020,62192,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,13520,18225,19600,21025,22500,24025,25600,27225,28900,24500,27216,34225,36100,38025,40000,42025,44100,40678,44528,40500,52900,55225,57600,60025,62500,59823,56784,70225,69984,60500,62720,64980,67280,69620,79200,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,16767,19600,21025,22500,24025,25600,27225,28900,30625,28512,27380,28880,34983,40000,42025,44100,38829,36784,50625,52900,55225,50688,48020,50000,52020,64896,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,15548,14580,19600,21025,22500,24025,25600,27225,27744,25725,27216,27380,36100,38025,40000,42025,44100,36980,48400,50625,52900,44180,46080,52822,50000,52020,64896,70225,72900,75625,78400,81225,77372,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,14580,19600,21025,22500,24025,25600,27225,28900,30625,32400,27380,30324,38025,40000,42025,44100,46225,38720,50625,52900,53016,46080,48020,50000,52020,54080,64607,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,13851,19600,21025,22500,24025,25600,27225,28900,30625,31104,27380,31768,38025,40000,42025,44100,46225,48400,50625,52900,50807,46080,48020,50000,52020,54080,56180,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,15309,19600,21025,22500,24025,25600,27225,28900,30625,31104,27380,28880,30420,40000,42025,40572,36980,36784,50625,52900,55225,57600,48020,50000,57222,67600,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,16038,19600,21025,22500,24025,25600,27225,28900,28175,28512,27380,28880,36504,40000,42025,44100,36980,40656,50625,52900,55225,48384,48020,50000,52020,67600,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,15309,19600,21025,22500,24025,25600,27225,28900,30625,29808,27380,28880,38025,40000,42025,44100,46225,40656,50625,52900,55225,46080,48020,50000,52020,54080,61798,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,14580,19600,21025,22500,24025,25600,27225,28900,30625,31104,27380,34656,38025,40000,42025,44100,40678,36784,50625,52900,46389,46080,48020,50000,52020,62192,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,15309,19600,21025,22500,24025,25600,27225,28900,30625,28512,27380,28880,36504,40000,42025,37044,36980,38720,50625,52900,55225,48384,48020,50000,62424,67600,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,16038,19600,21025,22500,24025,25600,27225,28900,26950,29808,27380,28880,31941,40000,33620,35280,36980,44528,50625,52900,55225,55296,48020,62500,65025,67600,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,15309,19600,21025,22500,24025,25600,27225,28900,30625,31104,27380,28880,34983,40000,42025,44100,40678,34848,50625,52900,55225,50688,48020,50000,52020,62192,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,7452,9025,10000,11025,12100,13225,14400,15625,16900,14580,19600,21025,22500,24025,25600,27225,28900,26950,24624,32856,36100,38025,40000,42025,44100,46225,38720,50625,44436,44180,55296,60025,62500,59823,54080,67416,72900,75625,78400,68229,67280,69620,79200,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,16038,19600,21025,22500,24025,25600,27225,28900,30625,29808,27380,33212,38025,40000,42025,44100,44376,36784,50625,52900,48598,46080,48020,50000,52020,56784,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,16038,19600,21025,22500,24025,25600,27225,28900,30625,28512,27380,31768,38025,40000,42025,44100,40678,38720,50625,52900,50807,46080,48020,50000,52020,62192,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,16767,19600,21025,22500,24025,25600,27225,28900,24500,27216,27380,28880,38025,40000,38663,35280,36980,40656,50625,52900,55225,46080,48020,55000,65025,67600,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,14580,18816,21025,22500,24025,25600,27225,28900,26950,32400,28749,28880,38025,40000,42025,40572,36980,42592,50625,52900,55225,46080,48020,50000,57222,67600,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,8100,9025,10000,11025,12100,13225,14400,15625,16900,13851,19600,21025,22500,24025,25600,27225,28900,30625,32400,27380,31768,38025,40000,42025,42336,36980,36784,50625,52900,50807,46080,48020,50000,54621,67600,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
0,25,100,225,400,625,900,1225,1600,2025,2500,3025,3600,4225,4900,5625,6400,7225,7452,9025,10000,11025,12100,13225,14400,15625,16224,14580,19600,21025,22500,24025,25600,27225,28900,20825,29808,27380,36100,38025,40000,42025,42336,36980,44528,50625,52900,44180,46080,48020,50000,54621,67600,70225,72900,75625,78400,81225,84100,87025,90000,93025,96100,99225,102400,105625,108900,112225,115600,119025,122500,126025,129600,133225,136900,140625,144400,148225,152100,156025,160000,)
